kind	offset	type	field	parent	default
43	0x00e0	i32	unk_166b8a3c0d	param_private	255
43	0x00e4	i32	unk_160657d8e6	param_private	51
43	0x00e8	i32	unk_16763d2c69	param_private	51
43	0x00ec	i32	unk_166a48563a	param_private	52
43	0x00f0	i32	unk_160795b2d1	param_private	185
43	0x00f4	i32	unk_1677ff465e	param_private	64
43	0x00f8	i32	unk_166f0740bf	param_private	52
43	0x00fc	i32	unk_1602daa454	param_private	111
43	0x0100	i32	unk_1672b050db	param_private	255
43	0x0104	i32	unk_166ec52a88	param_private	48
43	0x0108	i32	unk_160318ce63	param_private	142
43	0x010c	i32	unk_1673723aec	param_private	255
43	0x0110	i32	unk_166c8394d1	param_private	52
43	0x0114	i32	unk_16015e703a	param_private	185
43	0x0118	i32	unk_16713484b5	param_private	64
43	0x011c	i32	unk_166d41fee6	param_private	255
43	0x0120	i32	unk_16009c1a0d	param_private	50
43	0x0124	i32	unk_1670f6ee82	param_private	160
43	0x0128	i32	unk_16661db9db	param_private	255
43	0x012c	i32	unk_160bc05d30	param_private	51
43	0x0130	i32	unk_167baaa9bf	param_private	51
43	0x0134	f32	speed_x_gg	jostle_data_pikmin	0.5
43	0x0138	f32	speed_x_ga	jostle_data_pikmin	0.5
43	0x013c	f32	speed_x_ag	jostle_data_pikmin	0.5
43	0x0140	f32	speed_x_aa	jostle_data_pikmin	0.5
43	0x0144	f32	speed_z	jostle_data_pikmin	0.5
43	0x0148	f32	pos_z_max	jostle_data_pikmin	3
43	0x01e0	u32	shape_type	map_collision_dolfin	
43	0x01e4	f32	up	map_collision_dolfin	50
43	0x01e8	f32	down	map_collision_dolfin	13
43	0x01ec	f32	half_width	map_collision_dolfin	10
43	0x01f0	f32	center_y	camera_range_dolfin	10
43	0x01f4	f32	front	camera_range_dolfin	22
43	0x01f8	f32	back	camera_range_dolfin	-9
43	0x01fc	f32	up	camera_range_dolfin	16
43	0x0200	f32	down	camera_range_dolfin	-9
44	0x00c8	f32	attack_air_lw_speed	param_private	0.100000001
44	0x00cc	f32	attack_air_lw_speed_dec	param_private	0.300000012
44	0x00d0	i32	final_entry_frame	param_private	7
44	0x00d4	f32	swing_aura_power_min	param_private	0.670000017
44	0x00d8	f32	swing_aura_power_max	param_private	1.34000003
44	0x0170	u32	shape_type	map_collision_auraball	
44	0x0174	f32	up	map_collision_auraball	2
44	0x0178	f32	down	map_collision_auraball	-2
44	0x017c	f32	half_width	map_collision_auraball	2
45	0x00b0	i32	throw_lw_clatter_frame	param_throw	30
45	0x00b4	f32	throw_lw_clatter_damage_frame	param_throw	0.400000006
45	0x00e8	u32	shape_type	shape_data_beam	
45	0x00ec	f32	center_y	shape_data_beam	0
45	0x00f0	f32	radius	shape_data_beam	0.5
45	0x0170	u32	shape_type	map_collision_gyro	
45	0x0174	f32	up	map_collision_gyro	6
45	0x0178	f32	down	map_collision_gyro	0
45	0x017c	f32	half_width	map_collision_gyro	3
45	0x0180	f32	initial_speed_y	param_private	0
45	0x0184	f32	gravity	param_private	0
45	0x0188	f32	limit_speed_y	param_private	0
45	0x018c	i32	mainlaser_time	param_private	90
45	0x0190	f32	mainlaser_limit_angle	param_private	70
45	0x0194	f32	mainlaser_delta_angle	param_private	0.349999994
45	0x0198	i32	hominglaser_time	param_private	200
45	0x019c	i32	hominglaser_interval	param_private	12
45	0x01a0	i32	hominglaser_interval2	param_private	80
45	0x01a4	f32	hominglaser_search_size	param_private	40
45	0x01a8	f32	hominglaser_search_offset_x	param_private	50
45	0x01ac	f32	hominglaser_search_offset_y	param_private	10
45	0x01c8	f32	speed	param_mainlaser	8
45	0x01cc	f32	initial_length	param_mainlaser	19
45	0x01d0	f32	limit_length	param_mainlaser	
45	0x01d4	i32	lifetime	param_hominglaser	160
45	0x01d8	i32	search_interval	param_hominglaser	15
45	0x01dc	f32	speed	param_hominglaser	2
45	0x01e0	f32	speed_min	param_hominglaser	0
45	0x01e4	f32	speed_max	param_hominglaser	5
45	0x01e8	f32	accel	param_hominglaser	
45	0x01ec	f32	brake	param_hominglaser	5
45	0x01f0	f32	curve_angle	param_hominglaser	10
45	0x01f4	f32	brake_distance	param_hominglaser	1.79999995
45	0x01f8	i32	brake_disable_frame	param_hominglaser	24
45	0x01fc	f32	curve_distance	param_hominglaser	2
45	0x0200	i32	homing_frame	param_hominglaser	60
45	0x0204	f32	homing_angle_rate	param_hominglaser	
45	0x0208	f32	homing_distance	param_hominglaser	0.100000001
45	0x020c	f32	lock_angle_distance	param_hominglaser	5
45	0x0210	f32	lock_angle_limit	param_hominglaser	225
45	0x0214	i32	ignore_ground	param_hominglaser	1
45	0x0218	u32	shape_type	map_collision_hominglaser	
45	0x021c	f32	up	map_collision_hominglaser	1
45	0x0220	f32	down	map_collision_hominglaser	-1
45	0x0224	f32	half_width	map_collision_hominglaser	1
46	0x00b0	f32	air_lw_blank_time	param_private	30
46	0x00b4	i32	air_lw_max_hit	param_private	2
46	0x00b8	f32	wait_shield_scale_x	param_private	2.4000001
46	0x00bc	f32	wait_shield_scale_y	param_private	3.20000005
46	0x00c0	f32	wait_shield_scale_z	param_private	0.800000012
46	0x00c4	f32	unk_1affc51cec	param_private	1.13
46	0x00c8	f32	shield_guard_degree	param_private	90
46	0x00d0	hash40	hookshot_map_coll_joint	param_private	0
46	0x00d8	f32	hookshot_map_coll_offset_x	param_private	5
46	0x00dc	f32	hookshot_map_coll_offset_y	param_private	0
46	0x00e0	f32	hookshot_map_coll_offset_z	param_private	0
46	0x00e4	f32	final_catch_size	param_private	7
46	0x00e8	f32	final_chatch_dist	param_private	75
46	0x00ec	i32	final_rigid_frame	param_private	10
46	0x00f0	f32	final_dash_speed	param_private	8
46	0x00f4	i32	final_finale_end_frame	param_private	30
46	0x00f8	f32	final_fail_speed	param_private	3
46	0x00fc	f32	final_raise_speed	param_private	0.0500000007
46	0x01d8	u32	shape_type	map_collision_bowarrow	
46	0x01dc	f32	up	map_collision_bowarrow	0.100000001
46	0x01e0	f32	down	map_collision_bowarrow	-0.100000001
46	0x01e4	f32	half_width	map_collision_bowarrow	
47	0x0110	u32	shape_type	map_collision_blaster_bullet	
47	0x0114	f32	up	map_collision_blaster_bullet	1
47	0x0118	f32	down	map_collision_blaster_bullet	-1
47	0x011c	f32	half_width	map_collision_blaster_bullet	10
47	0x0198	f32	final_start_vector	param_private	70
47	0x019c	f32	final_start_speed	param_private	4
47	0x01a0	f32	final_ready_speed_y	param_private	6
47	0x01a4	f32	final_vector_min	param_private	35
47	0x01a8	f32	final_vector_max	param_private	40
47	0x01ac	i32	final_ready_screen_effect_frame	param_private	69
47	0x01b0	i32	final_ready_frame	param_private	70
47	0x01b4	f32	final_camera_ofs_x	param_private	0
47	0x01b8	f32	final_camera_ofs_y	param_private	0
47	0x01bc	i32	final_zoom_in_frame	param_private	10
47	0x01c0	f32	final_zoom_in_rate	param_private	2
47	0x01c4	f32	final_reticle_offset_x	param_private	23
47	0x01c8	f32	final_reticle_offset_y	param_private	14
47	0x01cc	i32	final_hit_slow_mag	param_private	6
47	0x01d0	f32	final_target_scale	param_private	8
47	0x01d4	f32	final_target_offset_x_2	param_private	100
47	0x01d8	f32	final_target_offset_y_2	param_private	
47	0x01dc	f32	final_target_offset_z_2	param_private	
47	0x01e0	f32	final_target_offset_x_3	param_private	-100
47	0x01e4	f32	final_target_offset_y_3	param_private	
47	0x01e8	f32	final_target_offset_z_3	param_private	
48	0x0110	f32	unk_18423a654b	param_private	30
48	0x0114	f32	unk_18db3334f1	param_private	30
48	0x0118	f32	unk_18ac340467	param_private	40
48	0x011c	u32	shape_type	map_collision_flowerpot	
48	0x0120	f32	up	map_collision_flowerpot	2
48	0x0124	f32	down	map_collision_flowerpot	0
48	0x0128	f32	half_width	map_collision_flowerpot	2
48	0x012c	u32	shape_type	map_collision_bowlingball	
48	0x0130	f32	center_y	map_collision_bowlingball	0
48	0x0134	f32	radius	map_collision_bowlingball	3
48	0x0138	f32	center_x	jostle_data_bowlingball	0
48	0x013c	f32	center_y	jostle_data_bowlingball	0
48	0x0140	f32	width	jostle_data_bowlingball	6
48	0x0144	f32	height	jostle_data_bowlingball	6
48	0x0148	f32	push_speed	jostle_data_bowlingball	0.400000006
48	0x014c	u32	shape_type	map_collision_bullet	
48	0x0150	f32	center_y	map_collision_bullet	0
48	0x0154	f32	radius	map_collision_bullet	0.5
48	0x0158	f32	offset_x	param_item_search_catch	13.5
48	0x015c	f32	offset_y	param_item_search_catch	3
48	0x0160	f32	radius	param_item_search_catch	6
48	0x0164	f32	offset_x	param_item_search_catch_dash	14.5
48	0x0168	f32	offset_y	param_item_search_catch_dash	3
48	0x016c	f32	radius	param_item_search_catch_dash	6
48	0x0170	f32	offset_x	param_item_search_catch_turn	16.5
48	0x0174	f32	offset_y	param_item_search_catch_turn	3
48	0x0178	f32	radius	param_item_search_catch_turn	6
48	0x01f8	u32	shape_type	map_collision_clayrocket	
48	0x01fc	f32	up	map_collision_clayrocket	5
48	0x0200	f32	down	map_collision_clayrocket	-5
48	0x0204	f32	half_width	map_collision_clayrocket	6
48	0x0208	f32	half_width_fly	map_collision_clayrocket	4
48	0x02e8	u32	shape_type	map_collision_sprout	
48	0x02ec	f32	center_y	map_collision_sprout	0
48	0x02f0	f32	radius	map_collision_sprout	0.100000001
48	0x02f4	u32	shape_type	map_collision_sprinkling_water	
48	0x02f8	f32	center_y	map_collision_sprinkling_water	0
48	0x02fc	f32	radius	map_collision_sprinkling_water	
48	0x0300	u32	shape_type	map_collision_tree	
48	0x0304	f32	up	map_collision_tree	-4.5
48	0x0308	f32	down	map_collision_tree	-4.5999999
48	0x030c	f32	half_width	map_collision_tree	1
48	0x0310	u32	shape_type	map_collision_stump	
48	0x0314	f32	up	map_collision_stump	-4.5
48	0x0318	f32	down	map_collision_stump	
48	0x031c	f32	half_width	map_collision_stump	1
48	0x0338	f32	center_x	jostle_data_tree	0
48	0x033c	f32	center_y	jostle_data_tree	9
48	0x0340	f32	width	jostle_data_tree	9
48	0x0344	f32	height	jostle_data_tree	21
48	0x0348	f32	push_speed_ground	jostle_data_tree	2
48	0x034c	f32	push_speed_air	jostle_data_tree	0.800000012
48	0x0368	u32	shape_type	map_collision_tomnook	
48	0x036c	f32	up	map_collision_tomnook	8
48	0x0370	f32	down	map_collision_tomnook	0
48	0x0374	f32	half_width	map_collision_tomnook	2
48	0x0378	u32	shape_type	map_collision_house	
48	0x037c	f32	up	map_collision_house	1
48	0x0380	f32	down	map_collision_house	0
48	0x0384	f32	half_width	map_collision_house	1
49	0x00b0	f32	attack_1_offset_x	param_private	0
49	0x00b4	f32	attack_s3_offset_x	param_private	8
49	0x00b8	f32	attack_s3_offset_y	param_private	8
49	0x00bc	i32	attack_hi3_landing_frame	param_private	20
49	0x00c0	f32	attack_s4_offset_x	param_private	8
49	0x00c4	f32	final_x_pos	param_private	14
49	0x00c8	f32	final_y_pos	param_private	7.5
49	0x00cc	i32	final_inhale_frame	param_private	40
49	0x00d0	i32	final_zoom_in_frame	param_private	30
49	0x00d4	f32	final_zoom_in_view_angle	param_private	42
49	0x00d8	f32	final_target_x_pos	param_private	-160
49	0x00dc	f32	final_target_z_pos	param_private	-8
49	0x00e0	f32	final_target_z_length	param_private	10
49	0x00e4	f32	final_hit_stop_frame	param_private	4
49	0x00e8	f32	final_hit_shake_frame	param_private	5
49	0x00ec	f32	final_vector_min	param_private	45
49	0x00f0	f32	final_vector_max	param_private	50
49	0x0158	u32	shape_type	map_collision_chargeshot	
49	0x015c	f32	up	map_collision_chargeshot	1
49	0x0160	f32	down	map_collision_chargeshot	-1
49	0x0164	f32	half_width	map_collision_chargeshot	1
49	0x0168	u32	shape_type	map_collision_hardknuckle	
49	0x016c	f32	up	map_collision_hardknuckle	3
49	0x0170	f32	down	map_collision_hardknuckle	-1
49	0x0174	f32	half_width	map_collision_hardknuckle	3
49	0x0178	u32	shape_type	map_collision_blackhole	
49	0x017c	f32	up	map_collision_blackhole	1
49	0x0180	f32	down	map_collision_blackhole	-1
49	0x0184	f32	half_width	map_collision_blackhole	1
49	0x0200	u32	shape_type	map_collision_crashbomb	
49	0x0204	f32	up	map_collision_crashbomb	0.5
49	0x0208	f32	down	map_collision_crashbomb	-0.5
49	0x020c	f32	half_width	map_collision_crashbomb	0.5
49	0x0240	f32	center_x	jostle_data_rushcoil	0
49	0x0244	f32	center_y	jostle_data_rushcoil	3
49	0x0248	f32	width	jostle_data_rushcoil	10
49	0x024c	f32	height	jostle_data_rushcoil	16
49	0x0250	f32	push_speed	jostle_data_rushcoil	0.400000006
49	0x0254	u32	shape_type	map_collision_rushcoil	
49	0x0258	f32	up	map_collision_rushcoil	5
49	0x025c	f32	down	map_collision_rushcoil	0
49	0x0260	f32	half_width	map_collision_rushcoil	4
49	0x0298	u32	shape_type	map_collision_leafshield	
49	0x029c	f32	up	map_collision_leafshield	1.5
49	0x02a0	f32	down	map_collision_leafshield	-1.5
49	0x02a4	f32	half_width	map_collision_leafshield	1.5
49	0x02c0	f32	center_y	camera_range_blackhole	0
49	0x02c4	f32	front	camera_range_blackhole	15
49	0x02c8	f32	back	camera_range_blackhole	-15
49	0x02cc	f32	up	camera_range_blackhole	15
49	0x02d0	f32	down	camera_range_blackhole	-15
50	0x00f8	u32	shape_type	map_collision_sunbullet	
50	0x00fc	f32	up	map_collision_sunbullet	0.5
50	0x0100	f32	down	map_collision_sunbullet	-0.5
50	0x0104	f32	half_width	map_collision_sunbullet	4
50	0x0198	f32	final_silhouette_offset_x	param_private	10
50	0x019c	f32	final_silhouette_offset_y	param_private	10
50	0x01a0	i32	breathing_waza_restore_frame	param_private	2400
50	0x01a4	f32	final_silhouette_blur_length	param_private	0
50	0x01a8	f32	final_silhouette_blur_start_radius_x	param_private	0
50	0x01ac	f32	final_silhouette_blur_start_radius_y	param_private	0
50	0x01b0	f32	final_silhouette_blur_end_radius_x	param_private	0
50	0x01b4	f32	final_silhouette_blur_end_radius_y	param_private	0
50	0x01b8	f32	final_silhouette_blur_power	param_private	0
50	0x01bc	f32	final_silhouette_blur_alpha	param_private	0
51	0x00b0	f32	speed_forward	squat_walk_data	0.699999988
51	0x00b4	f32	speed_back	squat_walk_data	0.5
51	0x00e8	u32	shape_type	map_collision_starpiece	
51	0x00ec	f32	center_y	map_collision_starpiece	0.5
51	0x00f0	f32	radius	map_collision_starpiece	2
51	0x0128	f32	powerstar_offset_y	param_private	4.5
51	0x012c	f32	item_end_radius	param_private	
51	0x0130	f32	unk_1949b305f8	param_private	10.5
51	0x0134	f32	unk_23dfabf4f8	param_private	5.5
51	0x0138	f32	unk_19d0ba5442	param_private	2.5
51	0x013c	f32	unk_124b1f53d2	param_private	2
51	0x0140	f32	appear_frame	param_powerstar	40
51	0x0144	f32	appear_scale	param_powerstar	2
51	0x0148	f32	appear_rot	param_powerstar	1
51	0x014c	i32	shoot_start_frame	param_powerstar	60
51	0x0150	f32	scale_frame	param_powerstar	260
51	0x0154	f32	scale_max	param_powerstar	14
51	0x0158	i32	shoot_interval_frame	param_powerstar	3
51	0x015c	f32	shoot_front_max_rate	param_powerstar	0
51	0x0160	f32	shoot_prev_range	param_powerstar	50
51	0x0164	i32	life_frame	param_powerstar	300
51	0x0168	i32	shoot_end_frame	param_powerstar	20
51	0x016c	f32	speed_min	param_meteor	3
51	0x0170	f32	speed_max	param_meteor	3
51	0x0174	f32	reflect_rate	param_meteor	0
51	0x0178	i32	life_frame	param_meteor	23
51	0x017c	f32	scale	param_meteor	3
51	0x0180	u32	shape_type	map_collision_powerstar	
51	0x0184	f32	up	map_collision_powerstar	2
51	0x0188	f32	down	map_collision_powerstar	-2
51	0x018c	f32	half_width	map_collision_powerstar	2
51	0x0190	f32	center_y	camera_range_powerstar	0
51	0x0194	f32	front	camera_range_powerstar	10
51	0x0198	f32	back	camera_range_powerstar	-10
51	0x019c	f32	up	camera_range_powerstar	6
51	0x01a0	f32	down	camera_range_powerstar	-10
51	0x01a8	hash40	node	camera_clip_sphere_powerstar	0
51	0x01b0	f32	x_offset	camera_clip_sphere_powerstar	0
51	0x01b4	f32	y_offset	camera_clip_sphere_powerstar	0
51	0x01b8	f32	z_offset	camera_clip_sphere_powerstar	0
51	0x01bc	f32	r	camera_clip_sphere_powerstar	1
51	0x01c0	u32	shape_type	map_collision_meteor	
51	0x01c4	f32	center_y	map_collision_meteor	0
51	0x01c8	f32	radius	map_collision_meteor	2
51	0x01e8	u32	shape_type	map_collision_tico	
51	0x01ec	f32	up	map_collision_tico	8
51	0x01f0	f32	down	map_collision_tico	0
51	0x01f4	f32	half_width	map_collision_tico	2.4000001
51	0x01f8	f32	down_free	map_collision_tico	-3
52	0x0140	f32	final_dash_speed	param_private_final	10.5
52	0x0144	f32	special_lw_shield_size	param_private_final	
52	0x0148	i32	final_dash_cliff_no_stop_frame	param_private_final	5
52	0x014c	f32	final_dash_end_brake_x	param_private_final	0.180000007
52	0x0150	f32	final_fix_pos_offset_x	param_private_final	22
52	0x0154	f32	final_fix_pos_offset_y	param_private_final	5
52	0x0158	f32	final_wall_leave_speed	param_private_final	2
52	0x015c	f32	final_hit_space	param_private_final	7
52	0x0178	f32	final_dash_speed	param_private	10.5
52	0x017c	i32	final_dash_frame	param_private	9
52	0x0180	i32	final_dash_cliff_no_stop_frame	param_private	5
52	0x0184	f32	final_dash_end_brake_x	param_private	
52	0x0188	f32	final_fix_pos_offset_x	param_private	22
52	0x018c	f32	final_fix_pos_offset_y	param_private	5
52	0x0190	f32	final_wall_leave_speed	param_private	2
52	0x0194	f32	final_hit_space	param_private	7
53	0x00f8	u32	shape_type	map_collision_shuriken	
53	0x00fc	f32	center_y	map_collision_shuriken	0
53	0x0100	f32	radius	map_collision_shuriken	0.5
53	0x0150	u32	shape_type	map_collision_water	
53	0x0154	f32	up	map_collision_water	2
53	0x0158	f32	down	map_collision_water	-2
53	0x015c	f32	half_width	map_collision_water	2
53	0x01f0	f32	power_max	param_gekkougas	
53	0x01f4	f32	final_attack_upper_spd_y	param_gekkougas	0.0199999996
53	0x01f8	f32	final_target_pos_offset_x	param_gekkougas	30
53	0x01fc	f32	final_target_pos_offset_y	param_gekkougas	0
53	0x0200	i32	final_arrive_frame	param_gekkougas	65
53	0x0204	f32	final_move_speed	param_gekkougas	5
53	0x0208	i32	black_out_frame	param_gekkougas	20
53	0x020c	f32	moon_target_pos_offset_y	param_gekkougas	-110
53	0x0210	f32	moon_target_pos_offset_z	param_gekkougas	-200
53	0x0214	f32	moon_depth_offset	param_gekkougas	0
53	0x0248	f32	center_y	camera_range_gekkougas	0
53	0x024c	f32	front	camera_range_gekkougas	5
53	0x0250	f32	back	camera_range_gekkougas	-5
53	0x0254	f32	up	camera_range_gekkougas	5
53	0x0258	f32	down	camera_range_gekkougas	-5
53	0x0260	hash40	node	camera_clip_sphere_gekkougas	0
53	0x0268	f32	x_offset	camera_clip_sphere_gekkougas	0
53	0x026c	f32	y_offset	camera_clip_sphere_gekkougas	24
53	0x0270	f32	z_offset	camera_clip_sphere_gekkougas	0
53	0x0274	f32	r	camera_clip_sphere_gekkougas	19
54	0x00f8	u32	shape_type	map_collision_autoaimbullet	
54	0x00fc	f32	center_y	map_collision_autoaimbullet	0
54	0x0100	f32	radius	map_collision_autoaimbullet	0.300000012
54	0x0150	u32	shape_type	map_collision_explosiveflame	
54	0x0154	f32	up	map_collision_explosiveflame	0.5
54	0x0158	f32	down	map_collision_explosiveflame	-0.5
54	0x015c	f32	half_width	map_collision_explosiveflame	1
54	0x01d8	i32	final_wait_time	param_private	28
54	0x01dc	i32	final_high_speed_slide_frame	param_private	25
54	0x01e0	f32	final_handicap_angle	param_private	30
54	0x01e4	f32	unk_24dbe0724e	param_private	30
54	0x01e8	f32	unk_17fd69eb24	param_private	0.150000006
54	0x01ec	f32	final_slide_z_offset	param_private	6
54	0x01f0	i32	final_beam_life	param_private	120
54	0x01f4	f32	final_beam_speed	param_private	30
54	0x01f8	f32	final_beam_length	param_private	314
54	0x01fc	f32	final_beam_reduce_overlap	param_private	9.30000019
54	0x0200	f32	blackhole_radius	param_private	1.5
54	0x0204	f32	blackhole_wind_radius	param_private	5
54	0x0208	f32	unk_1b46a59192	param_private	2
54	0x020c	i32	final_end_move_frame	param_private	50
54	0x0210	i32	final_end_rot_frame	param_private	10
54	0x0214	f32	attack_shield_scale_x	param_private	3.0999999
54	0x0218	f32	attack_shield_scale_y	param_private	
54	0x021c	f32	attack_shield_scale_z	param_private	1.60000002
55	0x00b0	i32	max_length_frame	param_catch_effect	23
55	0x00b4	f32	speed_length	param_catch_effect	0.0599999987
55	0x00b8	f32	max_length_v	param_catch_effect	1.20000005
55	0x0390	u32	shape_type	map_collision_esa	
55	0x0394	f32	up	map_collision_esa	5.9000001
55	0x0398	f32	down	map_collision_esa	-5.9000001
55	0x039c	f32	half_width	map_collision_esa	
55	0x03a0	u32	shape_type	map_collision_poweresa	
55	0x03a4	f32	up	map_collision_poweresa	2
55	0x03a8	f32	down	map_collision_poweresa	-2
55	0x03ac	f32	half_width	map_collision_poweresa	2
55	0x03f8	u32	shape_type	map_collision_trampoline	
55	0x03fc	f32	up	map_collision_trampoline	0
55	0x0400	f32	down	map_collision_trampoline	-10
55	0x0404	f32	half_width	map_collision_trampoline	10
55	0x0468	u32	shape_type	map_collision_firehydrant	
55	0x046c	f32	up	map_collision_firehydrant	6
55	0x0470	f32	down	map_collision_firehydrant	-7
55	0x0474	f32	half_width	map_collision_firehydrant	4
55	0x0478	u32	shape_type	map_collision_firehydrantwater	
55	0x047c	f32	center_y	map_collision_firehydrantwater	0
55	0x0480	f32	radius	map_collision_firehydrantwater	2
55	0x04a0	f32	center_x	jostle_data_firehydrant	0
55	0x04a4	f32	center_y	jostle_data_firehydrant	5
55	0x04a8	f32	width	jostle_data_firehydrant	6.4000001
55	0x04ac	f32	height	jostle_data_firehydrant	10
55	0x04b0	f32	push_speed	jostle_data_firehydrant	5
55	0x04b4	f32	overlap_rate	jostle_data_firehydrant	15
55	0x04b8	f32	camera_target_offset_x	param_final	0
55	0x04bc	f32	camera_target_offset_y	param_final	0
55	0x04c0	i32	camera_move_frame	param_final	40
55	0x04e0	i32	life	param_bigpacman	260
55	0x04e4	f32	init_speed	param_bigpacman	7
55	0x04e8	f32	max_speed	param_bigpacman	14
55	0x04ec	f32	init_accel	param_bigpacman	0.00100000005
55	0x04f0	i32	accel_change_frame	param_bigpacman	15
55	0x04f4	f32	add_accel	param_bigpacman	0.00170000002
55	0x04f8	f32	max_speed_motion_rate	param_bigpacman	4.5
55	0x04fc	f32	change_degree	param_bigpacman	1.89999998
55	0x0500	f32	max_change_degree	param_bigpacman	14.5
55	0x0504	i32	fighter_hit_stop_frame	param_bigpacman	15
55	0x0508	i32	item_hit_stop_frame	param_bigpacman	15
55	0x050c	i32	special_effect_frame	param_bigpacman	30
55	0x0510	i32	flash_frame	param_bigpacman	80
55	0x0514	i32	finish_speed_change_frame	param_bigpacman	30
55	0x0518	f32	finish_speed	param_bigpacman	3
55	0x051c	f32	unk_11c74c4ccd	param_bigpacman	32
55	0x0520	f32	depth_offset	param_bigpacman	10
55	0x0524	i32	se_pitch_start_frame	param_bigpacman	10
55	0x0528	f32	se_pitch_ratio_min	param_bigpacman	1
55	0x052c	f32	se_pitch_ratio_max	param_bigpacman	1.60000002
55	0x0530	f32	turn_prob_pochama	param_bigpacman	1
55	0x0534	i32	disable_frame	param_bigpacman	23
55	0x0538	f32	center_y	camera_range_bigpacman	0
55	0x053c	f32	front	camera_range_bigpacman	14
55	0x0540	f32	back	camera_range_bigpacman	-14
55	0x0544	f32	up	camera_range_bigpacman	14
55	0x0548	f32	down	camera_range_bigpacman	-14
55	0x0550	hash40	node	camera_clip_sphere_bigpacman	0
55	0x0558	f32	x_offset	camera_clip_sphere_bigpacman	0
55	0x055c	f32	y_offset	camera_clip_sphere_bigpacman	24
55	0x0560	f32	z_offset	camera_clip_sphere_bigpacman	0
55	0x0564	f32	r	camera_clip_sphere_bigpacman	19
56	0x00b0	i32	thunder_sword_usage_count_max	param_private	8
56	0x00b4	i32	grimoire_thunder_usage_count_max	param_private	20
56	0x00b8	i32	grimoire_giga_fire_usage_count_max	param_private	6
56	0x00bc	i32	grimoire_el_window_usage_count_max	param_private	10
56	0x00c0	i32	grimoire_rizaia_usage_count_max	param_private	3
56	0x00c4	i32	thunder_sword_revival_time	param_private	600
56	0x00c8	i32	grimoire_thunder_revival_time	param_private	720
56	0x00cc	i32	grimoire_giga_fire_revival_time	param_private	720
56	0x00d0	i32	grimoire_el_window_revival_time	param_private	360
56	0x00d4	i32	grimoire_rizaia_revival_time	param_private	1800
56	0x00d8	i32	unk_25c27089c0	param_private	180
56	0x00dc	i32	unk_288b144c1a	param_private	90
56	0x00e0	i32	unk_2a6c1d9d75	param_private	60
56	0x00e4	i32	unk_2a8b628ebd	param_private	120
56	0x00e8	i32	unk_2764bc06e8	param_private	60
56	0x00ec	i32	thunder_sword_smash_attack_revival_time	param_private	24
56	0x00f0	i32	thunder_sword_throw_enable_attack_frame	param_private	20
56	0x00f4	i32	unk_1a233f054b	param_private	40
56	0x00f8	i32	final_enemy_interval	param_private	3
56	0x00fc	f32	final_attack_upper_spd_y	param_private	0.0199999996
56	0x0100	f32	final_target_pos_offset_x	param_private	0
56	0x0104	f32	final_target_pos_offset_y	param_private	0
56	0x0108	i32	final_arrive_frame	param_private	35
56	0x010c	f32	final_move_speed	param_private	5
56	0x0110	f32	cutin_pos_y	param_private	480
56	0x0148	u32	shape_type	map_collision_thunder	
56	0x014c	f32	up	map_collision_thunder	3
56	0x0150	f32	down	map_collision_thunder	0
56	0x0154	f32	half_width	map_collision_thunder	1.5
56	0x01a0	u32	shape_type	map_collision_gigafire	
56	0x01a4	f32	up	map_collision_gigafire	2
56	0x01a8	f32	down	map_collision_gigafire	-2
56	0x01ac	f32	half_width	map_collision_gigafire	2
56	0x0210	u32	shape_type	map_collision_chrom	
56	0x0214	f32	up	map_collision_chrom	5
56	0x0218	f32	down	map_collision_chrom	-3
56	0x021c	f32	half_width	map_collision_chrom	3
57	0x0128	f32	final_camera_ofs_x	param_private	0
57	0x012c	f32	final_camera_ofs_y	param_private	0
57	0x0130	i32	final_zoom_in_frame	param_private	12
57	0x0134	f32	final_zoom_in_rate	param_private	3
57	0x0138	f32	final_target_z	param_private	30
57	0x013c	f32	final_radius	param_private	15
57	0x0140	f32	final_hit_stop_frame	param_private	4
57	0x0144	f32	final_hit_shake_frame	param_private	5
57	0x0148	f32	final_hit_rot	param_private	32
57	0x014c	f32	final_fly_speed_y	param_private	10
57	0x0150	f32	final_fly_acc_y	param_private	0.5
57	0x0154	f32	final_vector_min	param_private	35
57	0x0158	f32	final_vector_max	param_private	45
58	0x00c8	f32	walk_shaft_rot_speed_min	param_private	6
58	0x00cc	f32	walk_shaft_rot_speed_max	param_private	24
58	0x00d0	f32	walk_shaft_rot_speed_min_threshold	param_private	0.300000012
58	0x00d4	f32	walk_shaft_rot_brake	param_private	1.10000002
58	0x00d8	f32	run_shaft_rot_speed_min	param_private	24
58	0x00dc	f32	run_shaft_rot_speed_max	param_private	36
58	0x00e0	f32	run_shaft_rot_speed_min_threshold	param_private	0.899999976
58	0x00e4	f32	run_shaft_rot_brake	param_private	
58	0x0118	u32	shape_type	map_collision_cannonball	
58	0x011c	f32	center_y	map_collision_cannonball	0
58	0x0120	f32	radius	map_collision_cannonball	4
58	0x0170	u32	shape_type	map_collision_remainclown	
58	0x0174	f32	center_y	map_collision_remainclown	6
58	0x0178	f32	radius	map_collision_remainclown	6
58	0x01e0	f32	center_y	camera_range_shadowmario	0
58	0x01e4	f32	front	camera_range_shadowmario	2
58	0x01e8	f32	back	camera_range_shadowmario	-2
