offset	type	field	source
0x0a28	f32	dolly_stage_dead_effect_scale	common
0x0a2c	f32	dolly_stage_disable_wall_crash_degree	common
0x0a30	f32	dolly_stage_disable_wall_crash_speed_x	common
0x0a34	f32	dolly_stage_wall_crash_speed_x	common
0x0a38	f32	dolly_stage_wall_crash_damage_min	common
0x0a3c	f32	dolly_stage_wall_crash_damage_max	common
0x0a40	f32	dolly_stage_wall_crash_damage_mul_min	common
0x0a44	f32	dolly_stage_wall_crash_damage_mul_max	common
0x0a48	f32	dolly_stage_wall_crash_weight_min	common
0x0a4c	f32	dolly_stage_wall_crash_weight_max	common
0x0a50	f32	dolly_stage_wall_crash_weight_mul_min	common
0x0a54	f32	dolly_stage_wall_crash_weight_mul_max	common
0x0a58	f32	dolly_stage_wall_effect_min_rate	common
0x0a5c	f32	dolly_stage_wall_effect_middle_rate	common
0x0a60	u32	dolly_stage_wall_effect_max_slow_rate	common
0x0a64	u32	dolly_stage_wall_effect_max_slow_frame	common
0x0a68	u32	dolly_stage_lr_dead_wait_frame	common
0x0a6c	u32	dolly_stage_disable_remain_frame	common
0x0a70	f32	dolly_stage_wall_break_speed_x_min	common
0x0a78	hash40	dolly_stage_wall_dead_quake_1_on_1	common
0x0a80	hash40	dolly_stage_wall_dead_quake	common
0x0a88	hash40	dolly_stage_wall_dead_quake_finish	common
0x0a90	f32	dolly_stage_wall_init_speed	common
0x0a94	f32	dolly_stage_wall_accel	common
0x0a98	f32	dolly_stage_wall_limit_speed	common
0x0a9c	f32	dolly_stage_wall_motion_rate	common
0x0aa0	f32	dolly_stage_wall_accel_after	common
0x0aa4	f32	dolly_stage_wall_limit_speed_after	common
0x0aa8	u32	dolly_stage_performance_frame	common
0x0aac	f32	dolly_stage_slow_rate	common
0x0ab0	u32	dolly_stage_slow_frame	common
0x0ab4	f32	dolly_stage_zoom_rate	common
0x0ab8	u32	dolly_stage_zoom_in_frame	common
0x0abc	f32	dolly_stage_camera_offset_x	common
0x0ac0	f32	dolly_stage_camera_offset_y	common
0x0ac4	u32	dolly_stage_critical_1_on_1	common
0x0ac8	u32	dolly_stage_finish_hit_stop_frame	common
0x0acc	f32	dolly_stage_finish_zoom_rate	common
0x0ad0	f32	dolly_stage_finish_camera_offset_x	common
0x0ad4	f32	dolly_stage_finish_camera_offset_y	common
0x0ad8	u32	dolly_stage_other_stop_frame_1_on_1	common
0x0adc	u32	dolly_stage_shake_frame_1_on_1	common
0x0ae0	hash40	dolly_stage_shake_kind_1_on_1	common
0x0ae8	u32	dolly_stage_other_stop_frame	common
0x0aec	u32	dolly_stage_shake_frame	common
0x0af0	hash40	dolly_stage_shake_kind	common
0x0af8	u32	dolly_stage_shake_frame_after_stop	common
0x0b00	hash40	dolly_stage_shake_kind_after_stop	common
0x0b08	u32	unk_299d40d0e4	common
0x0b0c	u32	unk_2432db3f21	common
0x0b10	f32	unk_2ab1f047fe	common
0x0b14	f32	unk_2280060bab	common
0x0b18	u32	hp_battle_damage_reaction	common
0x0b1c	u32	hp_battle_knockout_reaction	common
0x0b20	u32	hp_battle_knockout_slow_mag	common
0x0b24	u32	hp_battle_knockout_slow_frame	common
0x0b28	u32	hp_battle_knockout_dead_frame	common
0x0b2c	u32	unk_20104fc69e	common
0x0b30	u32	unk_299c29178b	common
0x0b34	f32	team_attack_shot_rate	common
0x0b38	f32	team_attack_heal_rate	common
0x0b3c	f32	charge_final_add_gauge_by_time	common
0x0b40	f32	charge_final_add_gauge_by_attack	common
0x0b44	f32	charge_final_add_gauge_by_damage_mul	common
0x0b48	f32	charge_final_add_gauge_by_attack_mul	common
0x0b4c	f32	charge_final_add_gauge_by_time_mul	common
0x0b50	u32	charge_final_gauge_decrease_start_frame	common
0x0b54	u32	charge_final_remove_frame	common
0x0b70	f32	unk_2d073b8b11	common
0x0b74	f32	unk_2d2bae85ee	common
0x0b78	f32	unk_2b0de64f73	common
0x0b7c	f32	unk_223f5d53c2	common
0x0b80	f32	unk_2203506c9b	common
0x0b84	f32	unk_232ccb683f	common
0x0b88	f32	unk_2212ae242a	common
0x0b8c	f32	unk_222ea31b73	common
0x0b90	f32	unk_3346e488ff	common
0x0b94	f32	unk_337ae9b7a6	common
0x0b98	f32	unk_33fe2103c5	common
0x0b9c	f32	unk_33c22c3c9c	common
0x0ba0	f32	handi_boost_max	common
0x0ba4	f32	handi_boost_base_player_num	common
0x0ba8	f32	handi_boost_correct_player_max	common
0x0bac	f32	handi_boost_correct_player_min	common
0x0bb0	u32	handi_boost_start_time	common
0x0bb4	u32	handi_boost_each_time	common
0x0bb8	f32	handi_boost_correct_time_add	common
0x0bbc	f32	handi_boost_correct_time_max	common
0x0bc0	f32	handi_boost_attack_reaction_mul	common
0x0bc4	f32	handi_boost_attack_damage_mul	common
0x0bc8	f32	handi_boost_defense_mul	common
0x0bcc	f32	handi_boost_min	common
0x0bd0	f32	handi_boost_attack_reaction_mul_max	common
0x0bd4	f32	handi_boost_attack_damage_mul_max	common
0x0bd8	f32	handi_boost_defense_mul_max	common
0x0bdc	f32	unk_3801d6748a	common
0x0be0	f32	ground_speed_x_limit	common
0x0be4	f32	common_air_speed_x_limit	common
0x0be8	f32	air_speed_up_limit	common
0x0bec	f32	air_speed_down_limit	common
0x0bf0	f32	power_up_attack_limit	common
0x0bf4	u32	power_up_point_max	common
0x0bf8	u32	power_up_point_min	common
0x0bfc	f32	squat_b_stick_x_min	common
0x0c00	f32	squat_b_stick_x_max	common
0x0c04	f32	fall_stick_x	common
0x0c08	f32	cliff_climb_stick	common
0x0c0c	f32	unk_25b62d6370	common
0x0c10	f32	dead_down_damage_check_bottom	common
0x0c14	u32	bitten_flick_frame	common
0x0c18	f32	shield_size	common
0x0c1c	u32	throw_invincible_frame	common
0x0c20	f32	damage_motion_rate	common
0x0c24	u32	passive_wall_xlu_frame	common
0x0c28	f32	cliff_back_range_x_mul	common
0x0c2c	f32	capture_landing_offset	common
0x0c30	f32	damage_reaction_fix_mul	common
0x0c34	f32	escape_air_brake	common
0x0c38	f32	bury_damage_reaction_mul	common
0x0c3c	f32	bury_damage_pit_fall_reaction_mul	common
0x0c40	f32	smash_hold_reaction_mul	common
0x0c44	f32	run_brake_stop_speed	common
0x0c48	f32	walk_accel_mul	common
0x0c4c	f32	run_accel_mul	common
0x0c50	u32	run_brake_dash_frame	common
0x0c54	u32	run_brake_attack_escape_frame	common
0x0c58	f32	dash_s4_frame_easy	common
0x0c5c	f32	dash_s4_frame_hard	common
0x0c60	u32	attack_hi4_flick_y_easy	common
0x0c64	u32	attack_hi4_flick_y_hard	common
0x0c68	u32	attack_lw4_flick_y_easy	common
0x0c6c	u32	attack_lw4_flick_y_hard	common
0x0c88	u32	escape_penalty_frame	common
0x0c8c	u32	escape_penalty_max_count	common
0x0c90	u32	escape_penalty_recovry_frame	common
0x0c94	f32	escape_penalty_motion_rate	common
0x0c98	f32	escape_f_penalty_motion_rate	common
0x0c9c	f32	escape_b_penalty_motion_rate	common
0x0ca0	f32	escape_air_penalty_motion_rate	common
0x0ca4	f32	invalid_paralyze_frame	common
0x0cb0	u32	item_throw_4_flick	item
0x0cb4	u32	item_air_throw_4_flick	item
0x0cb8	u32	item_catch_frame_attack_dash	item
0x0cbc	u32	item_catch_frame_attack_3	item
0x0cc0	u32	item_air_catch_frame	item
0x0cc4	u32	item_air_catch_frame_escape	item
0x0cc8	u32	item_no_air_catch_frame	item
0x0ccc	u32	damage_drop_item	item
0x0cd0	u32	damage_drop_item_empty	item
0x0cd4	u32	escape_throw_item_frame	item
0x0cd8	f32	escape_throw_item_brake_mul	item
0x0cdc	u32	run_to_dash_item_frame	item
0x0ce0	f32	param_heavy_get_rate_mul	item
0x0ce4	f32	param_heavy_throw_rate	item
0x0ce8	f32	item_lift_walk_stick_x	item
0x0cec	f32	item_lift_turn_stick_x	item
0x0d08	f32	grass_speed_x	item
0x0d0c	f32	unk_1c232fb9c7	item
0x0d10	f32	unk_1c0f017a6a	item
0x0d14	u32	gekikara_frame	item
0x0d18	f32	gekikara_motion_rate	item
0x0d1c	f32	gekikara_fire_shoot_angle	item
0x0d20	u32	gekikara_fire_shoot_interval	item
0x0d24	f32	gekikara_fire_shoot_angle_speed	item
0x0d28	f32	gekikara_fire_shoot_angle_min	item
0x0d2c	f32	gekikara_fire_shoot_angle_max	item
0x0d30	u32	unk_208447b98a	item
0x0d34	u32	super_star_frame	item
0x0d38	u32	unk_19199ce43a	item
0x0d3c	u32	timer_frame	item
0x0d40	u32	timer_beat_dec_frame	item
0x0d44	u32	timer_slow_mag	item
0x0d48	u32	metal_frame	item
0x0d4c	f32	metal_cancel_damage	item
0x0d50	f32	metal_damage_reaction_sub	item
0x0d54	u32	metal_trans_frame	item
0x0d58	f32	gold_attack_reaction_mul	item
0x0d5c	u32	kinoko_frame	item
0x0d60	u32	kinoko_scale_frame	item
0x0d64	f32	kinoko_bonus_damage	item
0x0d68	u32	kinoko_bonus_max	item
0x0d6c	f32	kinoko_more_giant_scale	item
0x0d70	f32	kinoko_giant_scale	item
0x0d74	f32	kinoko_more_small_scale	item
0x0d78	f32	kinoko_small_scale	item
0x0d7c	f32	kinoko_pitch_big	item
0x0d80	f32	kinoko_pitch_small	item
0x0d84	f32	kinoko_damage_reaction	item
0x0d88	f32	kinoko_attack_power	item
0x0d8c	f32	kinoko_heavy_get_rate	item
0x0d90	u32	thunder_frame	item
0x0d94	u32	thunder_req_pause_count	item
0x0d98	u32	thunder_pause_frame	item
0x0d9c	f32	thunder_more_giant_scale	item
0x0da0	f32	thunder_giant_scale	item
0x0da4	f32	thunder_more_small_scale	item
0x0da8	f32	thunder_small_scale	item
0x0dac	f32	thunder_pitch_big	item
0x0db0	f32	thunder_pitch_small	item
0x0db4	f32	thunder_damage_reaction	item
0x0db8	f32	thunder_attack_power	item
0x0dbc	f32	thunder_heavy_get_rate	item
0x0dc0	u32	spycloak_frame	item
0x0dc4	f32	shoot_back_speed_mul	item
0x0dc8	u32	super_scope_charge_frame_max	item
0x0dcc	u32	super_scope_rapid_add_bullet	item
0x0dd0	u32	fire_flower_shoot_min	item
0x0dd4	u32	fire_flower_shoot_interval_frame	item
0x0dd8	u32	fire_flower_shoot_end_trigger_count	item
0x0ddc	u32	magicpot_shoot_min	item
0x0de0	u32	magicpot_shoot_interval_frame	item
0x0de4	u32	magicpot_shoot_end_trigger_count	item
0x0de8	u32	head_mushroom_life	item
0x0dec	u32	head_mushroom_add_life	item
0x0df0	u32	head_mushroom_reverse	item
0x0df4	u32	head_mushroom_add_reverse	item
0x0df8	f32	head_mushroom_min_scale	item
0x0dfc	f32	head_mushroom_max_scale	item
0x0e00	f32	item_dash_swing_brake_mul	item
0x0e04	f32	smash_hold_attack_up	item
0x0e08	u32	smash_hold_keep_frame	item
0x0e0c	u32	flower_frame	item
0x0e10	f32	flower_damage_add_frame_rate	item
0x0e14	f32	flower_frame_max	item
0x0e18	f32	flower_recovery_frame	item
0x0e1c	f32	flower_clatter_frame	item
0x0e20	u32	flower_damage_interval	item
0x0e24	u32	flower_damage	item
0x0e28	f32	flower_damage_add_scale_rate	item
0x0e2c	f32	flower_scale_min	item
0x0e30	f32	flower_scale_max	item
0x0e34	f32	flower_static_scale	item
0x0e38	u32	hammer_frame	item
0x0e3c	u32	hammer_landing_frame	item
0x0e40	u32	hammer_throw_frame	item
0x0e44	u32	hammer_end_flash_frame	item
0x0e48	u32	hammer_end_blink_frame	item
0x0e4c	u32	golden_hammer_frame	item
0x0e50	u32	golden_hammer_hande_frame	item
0x0e54	u32	golden_hammer_beat_dec_frame	item
0x0e58	u32	golden_hammer_end_flash_frame	item
0x0e5c	u32	golden_hammer_end_blink_frame	item
0x0e60	u32	golden_hammer_drift_frame	item
0x0e64	u32	unk_20e1a44c21	item
0x0e68	u32	deathscythe_performance_frame	item
0x0e6c	f32	deathscythe_slow_rate	item
0x0e70	f32	deathscythe_zoom_rate	item
0x0e74	u32	deathscythe_zoom_in_frame	item
0x0e78	f32	deathscythe_camera_offset_x	item
0x0e7c	f32	deathscythe_camera_offset_y	item
0x0e80	u32	homerunbat_critical_frame	item
0x0e84	u32	homerunbat_critical_slow_rate	item
0x0e88	f32	homerunbat_critical_zoom_rate	item
0x0e8c	u32	homerunbat_critical_zoom_in_frame	item
0x0e90	f32	homerunbat_critical_camera_offset_x	item
0x0e94	f32	homerunbat_critical_camera_offset_y	item
0x0e98	u32	homerunbat_critical_1_on_1	item
0x0e9c	u32	homerunbat_critical_bg_only_frame	item
0x0ea0	f32	unk_19db1ab4e5	item
0x0ea4	f32	unk_17d6892aac	item
0x0ea8	f32	unk_1b14c0f19a	item
0x0eac	f32	pit_fall_speed	item
0x0eb0	f32	pit_fall_accel	item
0x0eb4	f32	pit_fall_speed_max	item
0x0eb8	f32	spring_jump_speed_y_mul	item
0x0ebc	u32	spring_no_frame	item
0x0ec0	u32	beetle_capture_cut_frame	item
0x0ec4	f32	beetle_capture_cut_frame_damage	item
0x0ec8	f32	beetle_capture_recovery	item
0x0ecc	f32	beetle_capture_clatter_frame	item
0x0ed0	f32	beetle_capture_cut_speed_x	item
0x0ed4	f32	beetle_capture_cut_speed_y	item
0x0ed8	f32	beetle_capture_cut_speed_y_mul	item
0x0edc	u32	bossgalaga_capture_cut_frame	item
0x0ee0	f32	bossgalaga_capture_cut_frame_damage	item
0x0ee4	f32	bossgalaga_capture_recovery	item
0x0ee8	f32	bossgalaga_capture_clatter_frame	item
0x0eec	f32	bossgalaga_capture_cut_attack_power	item
0x0ef0	f32	bossgalaga_capture_cut_damage	item
0x0ef4	f32	bossgalaga_capture_cut_speed_x	item
0x0ef8	f32	bossgalaga_capture_cut_speed_y	item
0x0efc	u32	unk_23b69a090f	item
0x0f00	f32	badge_reflector_attack_limit	item
0x0f04	u32	badge_reflector_stop_frame	item
0x0f08	f32	badge_reflector_attack_mul	item
0x0f0c	f32	badge_reflector_speed_mul	item
0x0f10	f32	badge_reflector_life_mul	item
0x0f14	f32	screw_jump_speed_y_mul	item
0x0f18	u32	rocketbelt_start_frame	item
0x0f1c	f32	rocketbelt_start_speed_y	item
0x0f20	f32	unk_1e8d8cb342	item
0x0f24	f32	unk_1efa8b83d4	item
0x0f28	f32	rocketbelt_blow_accel_y	item
0x0f2c	f32	rocketbelt_up_speed_limit	item
0x0f30	f32	rocketbelt_up_power_limit_power	item
0x0f34	f32	rocketbelt_speed_max_y	item
0x0f38	f32	rocketbelt_hovering_accel_x	item
0x0f3c	f32	rocketbelt_hovering_speed_max_x	item
0x0f40	f32	rocketbelt_hovering_accel_y	item
0x0f44	f32	rocketbelt_hovering_speed_max_y	item
0x0f48	f32	unk_2672a0703c	item
0x0f4c	f32	rocketbelt_energy_max_frame	item
0x0f50	f32	rocketbelt_recovery_energy	item
0x0f54	f32	unk_2190c4a2fe	item
0x0f58	f32	unk_1b4b9e79d4	item
0x0f5c	f32	rocketbelt_hop_speed_x	item
0x0f60	f32	rocketbelt_hop_speed_y	item
0x0f64	u32	superleaf_stop_frame	item
0x0f68	f32	superleaf_fall_limit_speed	item
0x0f6c	u32	superleaf_fall_slowly_frame	item
0x0f70	u32	damage_drop_dragoon	item
0x0f74	u32	damage_drop_dragoon_handicap	item
0x0f78	f32	damage_drop_dragoon_angle	item
0x0f7c	f32	damage_drop_dragoon_speed	item
0x0f80	u32	dragoon_invincible_frame	item
0x0f84	u32	damage_drop_genesis	item
0x0f88	u32	damage_drop_genesis_handicap	item
0x0f8c	f32	damage_drop_genesis_angle	item
0x0f90	f32	damage_drop_genesis_speed	item
0x0f94	u32	genesis_shoot_frame	item
0x0f98	f32	genesis_drop_angle	item
0x0f9c	f32	genesis_drop_speed	item
0x0fa0	f32	killer_jump_speed_x	item
0x0fa4	f32	killer_jump_speed_y	item
0x0fa8	u32	beitcrane_capture_cut_frame	item
0x0fac	f32	beitcrane_capture_cut_frame_damage	item
0x0fb0	f32	beitcrane_capture_recovery	item
0x0fb4	f32	beitcrane_capture_clatter_frame	item
0x0fb8	f32	beitcrane_capture_cut_attack_power	item
0x0fbc	f32	beitcrane_capture_cut_damage	item
0x0fc0	f32	beitcrane_capture_cut_speed_x	item
0x0fc4	f32	beitcrane_capture_cut_speed_y	item
0x0fc8	u32	riki_power_up_frame	item
0x0fcc	f32	riki_attack_reaction_mul	item
0x0fd0	f32	kozukata_recovery	item
0x0fd4	f32	kozukata_clatter_frame	item
0x0fd8	f32	item_dash_throw_brake_mul	item
0x0fdc	u32	item_dash_throw_brake_dec_frame	item
0x0fe0	f32	item_dash_throw_brake_dec	item
0x0fe4	f32	unk_19e71d5468	item
0x0fe8	f32	shoot_jump_speed_y_mul	item
0x0fec	u32	shoot_pass_flick_y	item
0x1088	f32	attack_hit_rumble_add	etc
0x108c	f32	attack_hit_rumble_mul	etc
0x1090	f32	damage_rumble_add	etc
0x1094	f32	damage_rumble_mul	etc
0x1098	f32	damage_rumble_lv2	etc
0x109c	f32	damage_rumble_lv3	etc
0x10a0	f32	damage_rumble_lv4	etc
0x10a4	f32	damage_rumble_lv5	etc
0x10a8	u32	dead_rumble_frame	etc
0x10ac	u32	dead_other_rumble_frame	etc
0x10b0	f32	cursor_fly_speed	etc
0x10b4	u32	cursor_fly_frame	etc
0x10b8	u32	cursor_wait_frame	etc
0x10bc	f32	cursor_disp_camera_distance	etc
0x10c0	f32	barrel_cursor_offset_y	etc
0x10c4	u32	dead_up_star_move_frame	etc
0x10c8	f32	dead_up_star_scale	etc
0x10cc	f32	dead_up_star_end_scale	etc
0x10d0	f32	dead_up_star_z_length	etc
0x10d4	f32	dead_up_star_fall_point	etc
0x10d8	f32	dead_up_star_motion_rate	etc
0x10dc	f32	dead_up_star_rot_y	etc
0x10e0	bool	dead_up_star_motion_reverse	etc
0x10e4	u32	dead_up_star_rumble_frame	etc
0x10e8	u32	dead_up_fall_move_frame	etc
0x10ec	u32	dead_up_fall_hit_camera_stop_frame	etc
0x10f0	u32	dead_up_fall_fall_frame	etc
0x10f4	f32	dead_up_fall_move_rotate_x_angle	etc
0x10f8	f32	dead_up_fall_start_camera_offset_x	etc
0x10fc	f32	dead_up_fall_start_camera_offset_y	etc
0x1100	f32	dead_up_fall_start_camera_offset_z	etc
0x1104	f32	dead_up_fall_end_camera_offset_x	etc
0x1108	f32	dead_up_fall_end_camera_offset_y	etc
0x110c	f32	dead_up_fall_end_camera_offset_z	etc
0x1110	f32	dead_up_fall_jump_accel_y	etc
0x1114	f32	dead_up_fall_air_y_speed_max	etc
0x1130	u32	dead_up_fall_koopa_move_frame	etc
0x1134	f32	dead_up_fall_koopa_move_rotate_x_angle	etc
0x1138	u32	dead_up_galaga_move_frame	etc
0x113c	f32	dead_up_galaga_z_length	etc
0x1140	f32	dead_up_galaga_fall_point	etc
0x1144	f32	dead_up_galaga_motion_rate	etc
0x1148	f32	dead_up_galaga_radius	etc
0x114c	f32	dead_up_galaga_speed_deg	etc
0x1150	f32	dead_up_galaga_galaga_offset_y	etc
0x1154	f32	unk_16f4a4d634	etc
0x1158	f32	unk_16d876058d	etc
0x115c	u32	damage_model_total_frame	etc
0x1160	u32	unk_278b454cab	etc
0x1164	f32	damage_model_thorn_mul_min_damage	etc
0x1168	f32	damage_model_thorn_mul_max_damage	etc
0x116c	f32	damage_model_thorn_mul_min	etc
0x1170	f32	damage_model_thorn_mul_max	etc
0x1190	u32	finish_camera_interval_frame	etc
0x1194	u32	finish_camera_frame_min	etc
0x1198	f32	finish_camera_attacker_slow_mul	etc
0x119c	u32	finish_camera_frame	etc
0x11a0	f32	finish_camera_slow_mul	etc
0x11a4	u32	finish_camera_zoom_frame	etc
0x11a8	u32	finish_camera_zoom_cancel_frame	etc
0x11ac	f32	finish_camera_zoom_end_camera_angle	etc
0x11b0	f32	finish_camera_zoom_camera_random_angle	etc
0x11b4	u32	finish_camera_end_slow_frame	etc
0x11b8	u32	finish_camera_end_slow_mul	etc
0x11bc	u32	finish_camera_bgm_down_frame	etc
0x11c0	u32	finish_camera_bgm_revert_frame	etc
0x11c4	u32	finish_camera_bgm_up_frame	etc
0x11c8	f32	finish_camera_near_clip	etc
0x11cc	f32	unk_2028e03755	etc
0x11d0	u32	finish_camera_remain_frame	etc
0x1208	f32	unk_21d801127f	etc
0x1228	f32	unk_21ed8c625d	etc
0x122c	f32	unk_1e8bab3c10	etc
0x1230	f32	unk_24d5a690d2	etc
0x1234	f32	critical_hit_camera_zoom_rate	etc
0x1238	hash40	critical_hit_camera_quake	etc
0x1240	hash40	critical_hit_camera_quake_3	etc
0x1248	u32	critical_hit_camera_quake_frame	etc
0x124c	u32	critical_hit_camera_quake_frame_3	etc
0x1250	u32	critical_hit_camera_bgm_down_frame	etc
0x1254	u32	critical_hit_camera_bgm_revert_frame	etc
0x1258	u32	critical_hit_camera_bgm_up_frame	etc
0x125c	u32	unk_22315425f9	etc
0x1260	u32	unk_1ead8bf0dd	etc
0x1264	f32	area_wind_speed_mul	etc
0x1268	f32	area_wind_amplitude_mul	etc
0x126c	f32	unk_21c8349171	etc
0x1270	u32	unk_224971c36a	etc
0x1274	u32	unk_19cc0a2c29	etc
0x1278	f32	unk_1c3314c55b	etc
0x127c	f32	unk_2280cdc3ab	etc
0x1280	u32	unk_25e1e19dc4	etc
0x1284	u32	unk_25c40d2964	etc
0x1288	f32	unk_1eca32a5e2	etc
0x128c	f32	unk_257b76ea6e	etc
0x1290	f32	unk_25f1f60490	etc
0x1294	f32	unk_21bd9605bd	etc
0x1298	f32	unk_27feb2f14b	etc
0x129c	u32	unk_26a638e840	etc
0x12a0	u32	unk_2cc1b1b0db	etc
0x12a4	u32	unk_29ffcbaf67	etc
0x12a8	u32	unk_2156ee8e68	etc
0x12ac	u32	unk_2201b4e82f	etc
0x12b0	u32	unk_247fda6519	etc
0x12b4	u32	unk_20849f1790	etc
0x1330	f32	dead_up_fall_jump_speed_y	etc
0x1334	f32	dead_up_fall_air_z_speed	etc
0x1338	u32	dead_up_fall_stand_by_frame	etc
0x133c	u32	dead_up_star_start_frame	etc
0x1340	u32	dead_up_galaga_start_frame	etc
0x1354	f32	fly_speed_y_mul	power_up
0x136c	f32	power_up_special_s	power_up
0x1370	f32	power_up_special_hi	power_up
0x1374	f32	power_up_special_lw	power_up
0x1378	f32	power_up_item	power_up
0x137c	f32	power_up_defense	power_up
0x1380	f32	power_attack_1	power_up
0x1384	f32	power_attack_3	power_up
0x1388	f32	power_attack_dash	power_up
0x138c	f32	power_attack_air	power_up
0x1390	f32	power_attack_cliff	power_up
0x1394	f32	power_attack_down_stand	power_up
0x1398	f32	power_attack_4	power_up
0x139c	f32	attack_4_hold_frame	power_up
0x13a0	f32	power_special_n	power_up
0x13a4	f32	power_special_hi	power_up
0x13a8	f32	power_special_s	power_up
0x13ac	f32	power_special_lw	power_up
0x13b0	f32	power_final	power_up
0x13b4	f32	power_special_attr	power_up
0x13b8	f32	power_attack_meteor	power_up
0x13bc	f32	power_attack_upper	power_up
0x13c0	f32	power_shoot	power_up
0x13c4	f32	shoot_bullet_life	power_up
0x13c8	f32	item_heal	power_up
0x13cc	f32	item_heal_tabemono	power_up
0x13d0	f32	item_attack_power	power_up
0x13d4	f32	item_shoot_power	power_up
0x13d8	f32	item_attack_dash_power	power_up
0x13dc	f32	item_assist_power	power_up
0x13e0	f32	item_pokemon_power	power_up
0x13e4	f32	item_etc_power	power_up
0x13e8	f32	item_state_frame	power_up
0x13ec	f32	item_equipment_frame	power_up
0x13f0	f32	attack_drop_item	power_up
0x13f8	f32	catch_frame	power_up
0x13fc	f32	catch_attack_power	power_up
0x1400	f32	catch_range	power_up
0x1404	f32	throw_attack_power	power_up
0x1408	f32	defense	power_up
0x140c	f32	shield_frame	power_up
0x1410	f32	shield_recovery	power_up
0x1414	f32	shield_scale	power_up
0x1418	f32	shield_max_mul	power_up
0x141c	f32	sub_shield_mul	power_up
0x1424	f32	just_shield_check_frame	power_up
0x1428	f32	escape_invincible_frame	power_up
0x142c	f32	cliff_hang_scale	power_up
0x1430	f32	cliff_hang_wait_frame	power_up
0x1434	f32	cliff_hang_invincible_frame	power_up
0x143c	f32	unk_1583f01775	power_up
0x1440	f32	smashball_drop_rate	power_up
0x1444	f32	smashball_attack_mul	power_up
0x1448	f32	unk_1c86f38a0c	power_up
0x144c	f32	item_shoot_bullet	power_up
0x1450	f32	item_throw_power_speed_mul	power_up
0x1454	f32	attack_power_mul_attr_fire	power_up
0x1458	f32	attack_power_mul_attr_elec	power_up
0x145c	f32	attack_power_mul_attr_magic	power_up
0x1460	f32	attack_power_mul_attr_purple	power_up
0x1464	f32	attack_power_mul_attr_water	power_up
0x1468	f32	attack_power_mul_attr_ice	power_up
0x146c	f32	attack_power_mul_attr_cutup	power_up
0x1470	f32	attack_power_mul_attr_sting	power_up
0x1474	f32	attack_power_mul_attr_pierce	power_up
0x1478	f32	attack_power_mul_attr_aura	power_up
0x147c	f32	attack_power_mul_region_head	power_up
0x1480	f32	attack_power_mul_region_body	power_up
0x1484	f32	attack_power_mul_region_hip	power_up
0x1488	f32	attack_power_mul_region_punch	power_up
0x148c	f32	attack_power_mul_region_elbow	power_up
0x1490	f32	attack_power_mul_region_kick	power_up
0x1494	f32	attack_power_mul_region_knee	power_up
0x1498	f32	attack_power_mul_region_throw	power_up
0x149c	f32	attack_power_mul_region_object	power_up
0x14a0	f32	attack_power_mul_region_sword	power_up
0x14a4	f32	attack_power_mul_region_hammer	power_up
0x14a8	f32	attack_power_mul_region_bomb	power_up
0x14ac	f32	attack_power_mul_region_spin	power_up
0x14b0	f32	attack_power_mul_region_bite	power_up
0x14b4	f32	attack_power_mul_region_magic	power_up
0x14b8	f32	attack_power_mul_region_psi	power_up
0x14bc	f32	attack_power_mul_region_palutena	power_up
0x14c0	f32	attack_power_mul_region_bat	power_up
0x14c4	f32	attack_power_mul_region_parasol	power_up
0x14c8	f32	attack_power_mul_region_pikmin	power_up
0x14cc	f32	attack_power_mul_region_whip	power_up
0x14d0	f32	attack_power_mul_region_tail	power_up
0x14d4	f32	attack_power_mul_region_energy	power_up
0x14d8	f32	damage_mul_attack_attr_cutup	power_up
0x14dc	f32	damage_mul_attack_attr_fire	power_up
0x14e0	f32	damage_mul_attack_attr_purple	power_up
0x14e4	f32	damage_mul_attack_attr_elec	power_up
0x14e8	f32	damage_mul_attack_attr_ice	power_up
0x14ec	f32	damage_mul_attack_attr_water	power_up
0x14f0	f32	damage_mul_attack_attr_magic	power_up
0x14f4	f32	damage_mul_attack_attr_aura	power_up
0x14f8	f32	damage_mul_attack_region_psi	power_up
0x14fc	f32	damage_mul_attack_region_magic	power_up
0x1500	f32	damage_mul_attack_region_bomb	power_up
0x1504	f32	damage_mul_attack_region_energy	power_up
0x1508	f32	damage_mul_attack_region_object	power_up
0x150c	f32	damage_mul_attack_region_sword	power_up
0x1510	f32	damage_mul_attack_region_hammer	power_up
0x1514	f32	damage_mul_attack_region_palutena	power_up
0x1518	f32	damage_mul_attack_region_bat	power_up
0x151c	f32	damage_mul_attack_region_parasol	power_up
0x1520	f32	damage_mul_attack_region_pikmin	power_up
0x1524	f32	damage_mul_attack_region_whip	power_up
0x1528	f32	escape_air_slide_distance_mul	power_up
0x152c	f32	reflector_attack_limit_mul	power_up
0x1530	f32	power_special_n_ground	power_up
0x1534	f32	power_special_hi_ground	power_up
0x1538	f32	power_special_s_ground	power_up
0x153c	f32	power_special_lw_ground	power_up
0x1540	f32	power_special_attr_ground	power_up
0x1544	f32	power_special_n_air	power_up
0x1548	f32	power_special_hi_air	power_up
0x154c	f32	power_special_s_air	power_up
0x1550	f32	power_special_lw_air	power_up
0x1554	f32	power_special_attr_air	power_up
0x1568	f32	shield_break_y_enhance	power_up
0x156c	f32	passive_trigger_frame_mul	power_up
